month,location_id,location_name,city,region,store_format,product_id,product_name,category,subcategory,vendor_name,units_sold,transactions_count,revenue,discount_amount,cogs,labor_cost,packaging_cost,overhead_allocated,total_cost,total_cost_clean,gross_profit,gross_margin_pct,food_cost_pct,waste_units,waste_cost,waste_pct_revenue,actual_unit_cost,prior_unit_cost,vendor_cost_change_pct,standard_vs_actual_cost_variance,performance_flag,priority_label
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,310,96,1773.2,83.7,558.79,162.78,28.37,195.05,944.99,944.99,828.21,0.46707083239341307,0.3151308369050304,5,8.55,0.004821791112113693,1.71,1.7,0.59,0.06000000000000005,Healthy,Monitor
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,296,93,1551.97,73.07000000000001,474.62,142.47,24.83,170.72,812.64,812.6400000000001,739.3299999999999,0.47638163108822973,0.30581776709601344,5,7.6,0.004897001875036244,1.52,1.5,1.33,0.1200000000000001,Healthy,Monitor
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,376,79,1432.79,67.45,400.24,131.53,22.92,157.61,712.3,712.3,720.49,0.5028580601483819,0.2793430998262132,6,6.06,0.004229510256213402,1.01,1.0,1.0,0.06000000000000005,Healthy,Monitor
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,1144,31,572.0,0.0,216.05,11.67,5.72,62.92,296.35,296.36,275.64,0.48188811188811187,0.37770979020979023,13,2.34,0.00409090909090909,0.18,0.18,0.0,0.0,Healthy,Monitor
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,1188,31,237.6,0.0,62.29,4.85,2.38,26.14,95.65,95.66,141.94,0.5973905723905724,0.26216329966329965,13,0.65,0.002735690235690236,0.05,0.05,0.0,0.0,Healthy,Monitor
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,1092,31,163.8,0.0,34.36,3.34,1.64,18.02,57.36,57.36,106.44000000000001,0.6498168498168498,0.20976800976800974,12,0.36,0.0021978021978021974,0.03,0.03,0.0,0.0,Healthy,Monitor
2024-07,LOC007,Ottawa,Ottawa,Ontario,Urban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,1073,31,375.55,0.0,101.3,7.66,3.76,41.31,154.03,154.03,221.52,0.5898548795100519,0.26973771801358004,12,1.08,0.002875782186127014,0.09,0.09,0.0,0.0,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,495,461,7123.36,296.69,3269.5,1151.13,156.71,830.58,5407.93,5407.92,1715.4399999999996,0.2408189393769232,0.4589828395588599,21,124.53,0.017481918645133758,5.93,5.73,3.49,1.13,Watchlist,Medium Priority
2024-07,LOC008,London,London,Ontario,Suburban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,407,478,7419.849999999999,309.08,3859.89,1199.05,163.24,865.15,6087.33,6087.329999999999,1332.5200000000004,0.17958853615639137,0.5202113250267862,16,136.64,0.018415466619945146,8.54,8.23,3.77,1.6399999999999988,Low Margin,Medium Priority
2024-07,LOC008,London,London,Ontario,Suburban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,363,437,6791.77,283.1,3552.78,1097.55,149.42,791.92,5591.67,5591.67,1200.1000000000004,0.17669915206198095,0.5231007528229018,17,148.75,0.02190150726541093,8.75,8.44,3.67,1.6500000000000004,Low Margin,Medium Priority
2024-07,LOC008,London,London,Ontario,Suburban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,429,369,5761.76,239.95,2485.15,931.1,126.76,671.82,4214.83,4214.83,1546.9300000000003,0.268482199883369,0.431317861209075,20,103.6,0.01798061703368415,5.18,5.01,3.39,0.9799999999999995,Watchlist,Medium Priority
2024-07,LOC008,London,London,Ontario,Suburban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,334,247,3844.35,160.31,1208.71,621.25,84.58,448.25,2362.79,2362.79,1481.56,0.3853863461963661,0.31441205925579097,13,42.38,0.01102397024204352,3.26,3.23,0.93,0.1599999999999997,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,530,262,4107.719999999999,126.98,1372.67,539.34,82.15,478.96,2473.12,2473.1200000000003,1634.599999999999,0.39793364688927174,0.3341683464306234,19,44.46,0.010823522538050308,2.34,2.3,1.74,0.23999999999999977,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,488,214,3308.75,102.37,1094.3,434.44,66.17,385.8,1980.71,1980.71,1328.04,0.40137211938043066,0.3307291273139403,19,38.38,0.01159954665659237,2.02,1.98,2.02,0.21999999999999997,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,400,228,3488.0,108.0,1445.58,457.97,69.76,406.7,2380.02,2380.0099999999998,1107.9900000000002,0.3176576834862386,0.4144438073394495,15,48.9,0.014019495412844037,3.26,3.2,1.87,0.3599999999999999,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,457,218,3320.18,102.75,1258.7,435.94,66.4,387.13,2148.17,2148.17,1172.0099999999998,0.35299592190784834,0.3791059520869351,18,44.64,0.013445054183809313,2.48,2.43,2.06,0.2799999999999998,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,394,147,2289.14,70.92,957.07,300.56,45.78,266.91,1570.33,1570.3200000000002,718.8199999999997,0.3140131228321552,0.41809151034886466,15,32.85,0.014350367386878917,2.19,2.15,1.86,0.24,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1372,260,3999.7200000000003,102.56,1028.95,323.18,71.99,466.37,1890.49,1890.4900000000002,2109.23,0.5273444141089876,0.25725550788555196,25,17.75,0.004437810646745272,0.71,0.7,1.43,0.05999999999999994,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1223,270,4161.54,106.73,1177.19,336.25,74.91,485.24,2073.59,2073.59,2087.95,0.5017253228372188,0.2828736477361746,24,21.84,0.00524805720959068,0.91,0.9,1.11,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1270,319,4940.61,126.69,1352.65,399.2,88.93,576.08,2416.86,2416.86,2523.7499999999995,0.5108174901479776,0.27378198238679036,21,21.21,0.004292992160887016,1.01,1.0,1.0,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P014,Coffee,Beverages,Hot,Northern Supply Co,1463,256,3979.67,102.1,881.64,321.56,71.63,464.03,1738.86,1738.86,2240.8100000000004,0.5630642741734868,0.22153595649890567,28,15.96,0.004010382770430714,0.57,0.57,0.0,0.019999999999999907,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1004,317,4884.69,125.27000000000001,1874.73,394.68,87.92,569.55,2926.89,2926.88,1957.8099999999995,0.40080537352421536,0.3837971293981809,17,30.09,0.006160063381708973,1.77,1.74,1.72,0.16999999999999993,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1035,323,5009.71,154.94,1496.9,505.98,95.18,584.13,2682.2,2682.19,2327.52,0.46460174341428945,0.2987997309225484,26,35.36,0.00705829279539135,1.36,1.35,0.74,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,897,256,3906.64,120.89,1103.49,394.57,74.23,455.51,2027.8,2027.8,1878.84,0.480935023447259,0.28246523867057116,20,23.2,0.0059386070894681875,1.16,1.15,0.87,0.05999999999999983,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,862,261,4005.13,123.85,1197.25,404.52,76.1,467.0,2144.87,2144.87,1860.2600000000002,0.4644693180995374,0.2989291233992405,19,24.89,0.006214529865447563,1.31,1.3,0.77,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,724,272,4206.75,130.01,1510.72,424.88,79.93,490.51,2506.04,2506.04,1700.71,0.404281214714447,0.3591180840316159,19,37.24,0.008852439531704998,1.96,1.94,1.03,0.10999999999999988,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,991,155,2393.5,74.09,653.47,241.74,45.48,279.08,1219.77,1219.77,1173.73,0.49038228535617295,0.27301859202005435,25,15.5,0.006475872153749739,0.62,0.62,0.0,0.020000000000000018,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,277,87,1319.99,62.24,355.23,119.99,21.12,153.91,650.25,650.25,669.74,0.5073826316866037,0.2691156751187509,6,7.26,0.005500041666982325,1.21,1.2,0.83,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,246,93,1407.12,66.42,447.03,127.91,22.51,164.07,761.52,761.52,645.5999999999999,0.4588094831997271,0.31769145488657685,6,10.26,0.007291488998806072,1.71,1.7,0.59,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,230,73,1205.8500000000001,56.85,370.55,109.61,19.29,140.6,640.06,640.0500000000001,565.8000000000001,0.4692125886304267,0.3072936103163743,5,7.6,0.006302608118754404,1.52,1.5,1.33,0.1200000000000001,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,304,74,1158.24,54.72,324.8,105.28,18.53,135.05,583.67,583.6600000000001,574.5799999999999,0.49608025970437897,0.280425473131648,6,6.06,0.005232076253626191,1.01,1.0,1.0,0.06000000000000005,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,903,31,451.5,0.0,171.23,9.12,4.51,52.64,237.51,237.5,214.0,0.4739756367663344,0.3792469545957918,14,2.52,0.005581395348837209,0.18,0.18,0.0,0.0,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,962,31,192.4,0.0,50.68,3.89,1.92,22.43,78.92,78.92,113.48,0.5898128898128898,0.2634095634095634,15,0.75,0.003898128898128898,0.05,0.05,0.0,0.0,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,868,31,130.2,0.0,27.45,2.63,1.3,15.18,46.56,46.56,83.63999999999999,0.6423963133640552,0.2108294930875576,14,0.42,0.0032258064516129032,0.03,0.03,0.0,0.0,Healthy,Monitor
2024-07,LOC008,London,London,Ontario,Suburban,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,845,31,295.75,0.0,80.11,5.97,2.96,34.48,123.52,123.51999999999998,172.23000000000002,0.5823499577345732,0.2708706677937447,13,1.17,0.003956043956043956,0.09,0.09,0.0,0.0,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,754,558,10850.369999999999,452.09,5136.52,1874.94,238.71,1193.54,8443.71,8443.710000000001,2406.659999999998,0.2218044177295335,0.4733958381142764,21,129.15,0.011902819903837382,6.15,5.93,3.71,1.3500000000000005,Watchlist,Medium Priority
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,617,579,11248.22,468.61,6072.71,1943.69,247.46,1237.3,9501.17,9501.159999999998,1747.0600000000013,0.15531879710745358,0.5398818657529814,19,168.34,0.014965923497228896,8.86,8.54,3.75,1.959999999999999,Low Margin,Medium Priority
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,555,534,10384.36,432.59,5594.67,1794.42,228.46,1142.28,8759.83,8759.83,1624.5300000000007,0.15644006948911637,0.538759249486728,18,163.08,0.015704386211572018,9.06,8.75,3.54,1.9600000000000009,Low Margin,Medium Priority
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,642,443,8622.37,359.21,3825.32,1489.95,189.69,948.46,6453.42,6453.42,2168.9500000000007,0.25154916803616645,0.4436506436165462,19,102.03,0.011833173477825702,5.37,5.18,3.67,1.17,Watchlist,Medium Priority
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,508,298,5847.39,243.53,1852.24,1010.43,128.64,643.21,3634.52,3634.52,2212.8700000000003,0.3784372172883971,0.31676354749725943,16,52.48,0.008974944376892937,3.28,3.26,0.61,0.17999999999999972,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,808,321,6262.3099999999995,193.61,2136.55,879.23,125.25,688.85,3829.88,3829.88,2432.4299999999994,0.3884237605611986,0.34117601971157613,25,59.5,0.009501286266569365,2.38,2.34,1.71,0.2799999999999998,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,737,257,4997.17,154.46,1680.56,701.6,99.94,549.69,3031.8,3031.79,1965.38,0.39329860701156855,0.3363023471284747,20,41.2,0.008244666481228376,2.06,2.02,1.98,0.26,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,601,269,5241.03,161.96,2214.22,735.84,104.82,576.51,3631.4,3631.3900000000003,1609.6399999999994,0.30712283654167205,0.4224780243578075,16,53.28,0.010165940664335064,3.33,3.26,2.15,0.43000000000000016,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,681,253,4947.69,153.0,1905.85,694.66,98.95,544.25,3243.71,3243.7099999999996,1703.98,0.34439910341997987,0.38519996200246986,18,45.54,0.009204295337824318,2.53,2.48,2.02,0.3299999999999996,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,585,172,3399.14,105.01,1446.75,477.24,67.98,373.91,2365.88,2365.88,1033.2599999999998,0.30397688827173924,0.42562236330365916,17,37.91,0.011152821007666645,2.23,2.19,1.83,0.28,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P011,Bottled Water,Beverages,Cold,Northern Supply Co,2001,300,5833.39,149.6,1526.25,504.0,105.0,641.67,2776.93,2776.92,3056.4700000000003,0.5239611958055265,0.26164031549407807,25,18.0,0.0030856843104952692,0.72,0.71,1.41,0.06999999999999995,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1758,307,5982.03,153.39,1715.34,516.85,107.68,658.02,2997.89,2997.89,2984.14,0.49885072458680413,0.2867488126940186,24,22.08,0.0036910547088530145,0.92,0.91,1.1,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1865,373,7255.29,186.06,2017.05,626.86,130.6,798.08,3572.58,3572.5899999999997,3682.7000000000003,0.5075882562929945,0.27801094098237283,25,25.5,0.003514676877147571,1.02,1.01,0.99,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P014,Coffee,Beverages,Hot,Northern Supply Co,2164,301,5886.7,150.86,1307.88,508.61,105.96,647.54,2569.99,2569.9900000000002,3316.7099999999996,0.5634243294205582,0.2221754123702584,29,16.53,0.0028080248696213503,0.57,0.57,0.0,0.019999999999999907,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1467,369,7137.34,182.99,2802.4,616.67,128.47,785.11,4332.65,4332.65,2804.6900000000005,0.3929601223985407,0.39263927457568226,21,37.8,0.0052960907004570325,1.8,1.77,1.69,0.19999999999999996,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P016,French Fries,Sides,Potato,Maple Fresh Foods,1539,383,7449.21,230.37,2247.61,804.51,141.53,819.41,4013.07,4013.06,3436.15,0.46127710186717785,0.30172461240856413,29,39.73,0.005333451466665592,1.37,1.36,0.74,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1298,290,5653.19,174.82999999999998,1615.9,610.54,107.41,621.85,2955.71,2955.7,2697.49,0.47716245164234705,0.28583861501205515,22,25.74,0.004553181478068135,1.17,1.16,0.86,0.06999999999999984,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P018,Mashed Potatoes,Sides,Potato,Maple Fresh Foods,1229,292,5710.32,176.59,1725.01,616.71,108.5,628.14,3078.35,3078.36,2631.9599999999996,0.4609128735342327,0.3020863979601844,20,26.4,0.004623208506703652,1.32,1.31,0.76,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P019,Mac and Cheese,Sides,Pasta,Maple Fresh Foods,1046,311,6077.57,187.97,2193.12,656.38,115.47,668.53,3633.5,3633.5,2444.0699999999997,0.40214592345295896,0.3608547495133746,18,35.46,0.005834568750339363,1.97,1.96,0.51,0.11999999999999988,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P020,Dinner Roll,Sides,Bakery,Maple Fresh Foods,1444,180,3487.7,107.89,952.3,376.67,66.27,383.65,1778.88,1778.8899999999999,1708.81,0.4899532643289274,0.2730452733893397,24,14.88,0.0042664219973048145,0.62,0.62,0.0,0.020000000000000018,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P021,Chocolate Brownie,Desserts,Baked,Maple Fresh Foods,409,98,1949.1100000000001,91.8,531.02,189.45,31.19,214.4,966.06,966.0600000000001,983.0500000000001,0.504358399474632,0.27244229417529026,7,8.54,0.004381486935062669,1.22,1.21,0.83,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P022,Cheesecake Slice,Desserts,Cake,Maple Fresh Foods,362,110,2070.82,97.56,662.26,201.28,33.13,227.79,1124.47,1124.46,946.3600000000001,0.4569977110516607,0.3198056808414058,6,10.32,0.004983533093170821,1.72,1.71,0.58,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P023,Fruit Parfait,Desserts,Cold,Green Harvest Produce,339,93,1777.3700000000001,83.74000000000001,554.29,172.76,28.44,195.51,950.99,951.0,826.3700000000001,0.4649397705598722,0.3118596578090099,5,7.7,0.004332243708400615,1.54,1.52,1.32,0.14000000000000012,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P024,Cookie Pack,Desserts,Baked,Maple Fresh Foods,439,90,1672.9,78.71,474.91,162.61,26.77,184.02,848.31,848.31,824.5900000000001,0.49291051467511515,0.2838842728196545,6,6.12,0.003658317891087333,1.02,1.01,0.99,0.07000000000000006,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P025,Takeout Container,Disposables,Packaging,TrueServe Packaging,1350,31,675.0,0.0,257.26,14.58,6.75,74.25,352.84,352.84,322.16,0.47727407407407413,0.3811259259259259,16,2.88,0.004266666666666667,0.18,0.18,0.0,0.0,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P026,Drink Lid,Disposables,Packaging,TrueServe Packaging,1398,31,279.59999999999997,0.0,73.87,6.04,2.8,30.76,113.46,113.47000000000001,166.12999999999994,0.5941702432045778,0.2641988555078684,14,0.7,0.002503576537911302,0.05,0.05,0.0,0.0,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P027,Napkin Pack,Disposables,Supplies,TrueServe Packaging,1278,31,191.7,0.0,40.52,4.14,1.92,21.09,67.67,67.67,124.02999999999999,0.6470005216484089,0.2113719353155973,13,0.39,0.0020344287949921754,0.03,0.03,0.0,0.0,Healthy,Monitor
2024-08,LOC001,Toronto Downtown,Toronto,Ontario,Downtown,P028,Cutlery Set,Disposables,Supplies,TrueServe Packaging,1251,31,437.85,0.0,119.21,9.46,4.38,48.16,181.21,181.20999999999998,256.64000000000004,0.5861368048418408,0.27226219024780174,15,1.35,0.003083247687564234,0.09,0.09,0.0,0.0,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P001,Grilled Chicken Breast,Proteins,Chicken,Prime Protein Partners,689,542,9915.02,413.09,4718.97,1649.86,218.13,1090.65,7677.61,7677.610000000001,2237.41,0.22565864718376763,0.47594155130297267,23,141.45,0.014266234460444858,6.15,5.93,3.71,1.3500000000000005,Watchlist,Medium Priority
2024-08,LOC002,North York,Toronto,Ontario,Urban,P002,Beef Striploin,Proteins,Beef,Prime Protein Partners,569,571,10373.18,432.13,5595.3,1726.1,228.21,1141.05,8690.66,8690.66,1682.5200000000004,0.162199055641568,0.5394006466676564,17,150.62,0.014520137508459315,8.86,8.54,3.75,1.959999999999999,Low Margin,Medium Priority
2024-08,LOC002,North York,Toronto,Ontario,Urban,P003,Salmon Fillet,Proteins,Fish,Prime Protein Partners,513,528,9598.54,399.83,5174.83,1597.2,211.17,1055.84,8039.03,8039.04,1559.500000000001,0.16247262604521112,0.5391267838650461,17,154.02,0.01604619035811696,9.06,8.75,3.54,1.9600000000000009,Low Margin,Medium Priority
2024-08,LOC002,North York,Toronto,Ontario,Urban,P004,Turkey Slices,Proteins,Turkey,Prime Protein Partners,595,440,7991.16,332.89,3547.53,1329.73,175.81,879.03,5932.1,5932.1,2059.0599999999995,0.25766722228062,0.4439317946330696,18,96.66,0.0120958659318547,5.37,5.18,3.67,1.17,Watchlist,Medium Priority
2024-08,LOC002,North York,Toronto,Ontario,Urban,P005,Tofu Cubes,Proteins,Plant,Maple Fresh Foods,471,298,5421.5199999999995,225.77,1714.38,902.14,119.27,596.37,3332.16,3332.16,2089.3599999999997,0.38538269710339534,0.31621759211438866,14,45.92,0.008469949386887811,3.28,3.26,0.61,0.17999999999999972,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P006,Mixed Greens,Produce,Leafy,Green Harvest Produce,725,308,5619.0599999999995,173.69,1908.28,759.7,112.38,618.1,3398.45,3398.46,2220.5999999999995,0.39519065466465914,0.33960840425266864,19,45.22,0.008047609386623387,2.38,2.34,1.71,0.2799999999999998,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P007,Cherry Tomatoes,Produce,Tomatoes,Green Harvest Produce,679,252,4603.93,142.28,1551.8,622.45,92.08,506.43,2772.76,2772.7599999999998,1831.1700000000005,0.3977406259434875,0.33705985972853625,20,41.2,0.008948876286129458,2.06,2.02,1.98,0.26,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P008,Avocado Slices,Produce,Avocado,Green Harvest Produce,551,266,4804.98,148.51,2027.61,649.63,96.1,528.55,3301.89,3301.8899999999994,1503.0900000000001,0.31281920007991715,0.42198094476980136,14,46.62,0.009702433725010302,3.33,3.26,2.15,0.43000000000000016,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P009,Roasted Vegetables,Produce,Hot Veg,Green Harvest Produce,632,252,4591.74,141.94,1777.71,620.8,91.83,505.09,2995.44,2995.4300000000003,1596.3099999999995,0.34764816823252176,0.3871538893752695,20,50.6,0.01101978770574989,2.53,2.48,2.02,0.3299999999999996,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P010,Fruit Cup,Produce,Fruit,Green Harvest Produce,540,172,3137.61,96.99,1336.2,424.2,62.75,345.14,2168.29,2168.29,969.3200000000002,0.30893578233113744,0.4258655473433601,16,35.68,0.011371712864250177,2.23,2.19,1.83,0.28,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P011,Bottled Water,Beverages,Cold,Northern Supply Co,1833,294,5343.62,137.05,1400.45,444.59,96.19,587.8,2529.02,2529.0299999999997,2814.59,0.5267197143509457,0.2620788903402562,26,18.72,0.0035032431198326226,0.72,0.71,1.41,0.06999999999999995,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P012,Sparkling Water,Beverages,Cold,Northern Supply Co,1613,299,5488.63,140.74,1572.88,456.65,98.8,603.75,2732.07,2732.0800000000004,2756.5499999999997,0.5022291537232424,0.2865706014069085,21,19.32,0.003520004081164152,0.92,0.91,1.1,0.07000000000000006,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P013,Iced Tea,Beverages,Cold,Northern Supply Co,1705,367,6632.8,170.15,1842.03,551.85,119.39,729.61,3242.87,3242.88,3389.92,0.5110843082860933,0.27771529369195513,21,21.42,0.003229405379326981,1.02,1.01,0.99,0.07000000000000006,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P014,Coffee,Beverages,Hot,Northern Supply Co,1961,294,5334.45,136.76,1185.62,443.83,96.02,586.79,2312.26,2312.2599999999998,3022.19,0.5665420052676471,0.22225721489563122,27,15.39,0.002885020948738858,0.57,0.57,0.0,0.019999999999999907,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P015,Fresh Juice,Beverages,Cold,Green Harvest Produce,1348,360,6558.37,168.15,2572.63,545.66,118.05,721.42,3957.76,3957.76,2600.6099999999997,0.39653297999350445,0.3922666760185839,18,32.4,0.0049402519223526575,1.8,1.77,1.69,0.19999999999999996,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P016,French Fries,Sides,Potato,Maple Fresh Foods,1423,381,6887.68,213.08,2074.17,716.32,130.87,757.64,3679.0,3679.0,3208.6800000000003,0.46585787957628694,0.30114203911912285,24,32.88,0.004773740940345661,1.37,1.36,0.74,0.07000000000000006,Healthy,Monitor
2024-08,LOC002,North York,Toronto,Ontario,Urban,P017,Rice Pilaf,Sides,Rice,Maple Fresh Foods,1179,284,5134.93,158.78,1467.78,534.03,97.56,564.84,2664.21,2664.21,2470.7200000000003,0.4811594315793984,0.28584226075136365,20,23.4,0.004557024146385637,1.17,1.16,0.86,0.06999999999999984,Healthy,Monitor
