month,location_id,product_id,waste_units,waste_cost,waste_reason,recorded_by
2024-08,LOC002,P015,18,32.4,Expired Inventory,Inventory Coordinator
2024-08,LOC002,P016,24,32.88,Spoilage,Inventory Coordinator
2024-08,LOC002,P017,20,23.4,Damaged Handling,Operations Supervisor
2024-08,LOC002,P018,19,25.08,Prep Loss,Shift Manager
2024-08,LOC002,P019,17,33.49,Expired Inventory,Inventory Coordinator
2024-08,LOC002,P020,24,14.88,Overproduction,Shift Manager
2024-08,LOC002,P021,6,7.32,Overproduction,Inventory Coordinator
2024-08,LOC002,P022,5,8.6,Prep Loss,Inventory Coordinator
2024-08,LOC002,P023,5,7.7,Overproduction,Shift Manager
2024-08,LOC002,P024,6,6.12,Spoilage,Operations Supervisor
2024-08,LOC002,P025,13,2.34,Spoilage,Kitchen Lead
2024-08,LOC002,P026,13,0.65,Expired Inventory,Kitchen Lead
2024-08,LOC002,P027,13,0.39,Spoilage,Operations Supervisor
2024-08,LOC002,P028,12,1.08,Overproduction,Inventory Coordinator
2024-08,LOC003,P001,18,110.7,Spoilage,Operations Supervisor
2024-08,LOC003,P002,16,141.76,Spoilage,Inventory Coordinator
2024-08,LOC003,P003,14,126.84,Spoilage,Operations Supervisor
2024-08,LOC003,P004,16,85.92,Spoilage,Inventory Coordinator
2024-08,LOC003,P005,14,45.92,Overproduction,Operations Supervisor
2024-08,LOC003,P006,20,47.6,Prep Loss,Inventory Coordinator
2024-08,LOC003,P007,18,37.08,Prep Loss,Inventory Coordinator
2024-08,LOC003,P008,13,43.29,Expired Inventory,Shift Manager
2024-08,LOC003,P009,16,40.48,Prep Loss,Operations Supervisor
2024-08,LOC003,P010,15,33.45,Overproduction,Operations Supervisor
2024-08,LOC003,P011,20,14.4,Spoilage,Shift Manager
2024-08,LOC003,P012,20,18.4,Prep Loss,Operations Supervisor
2024-08,LOC003,P013,22,22.44,Overproduction,Kitchen Lead
2024-08,LOC003,P014,22,12.54,Overproduction,Kitchen Lead
2024-08,LOC003,P015,15,27.0,Expired Inventory,Shift Manager
2024-08,LOC003,P016,24,32.88,Spoilage,Shift Manager
2024-08,LOC003,P017,17,19.89,Prep Loss,Operations Supervisor
2024-08,LOC003,P018,17,22.44,Prep Loss,Inventory Coordinator
2024-08,LOC003,P019,16,31.52,Overproduction,Kitchen Lead
2024-08,LOC003,P020,23,14.26,Overproduction,Shift Manager
2024-08,LOC003,P021,6,7.32,Prep Loss,Shift Manager
2024-08,LOC003,P022,5,8.6,Spoilage,Shift Manager
2024-08,LOC003,P023,5,7.7,Spoilage,Operations Supervisor
2024-08,LOC003,P024,6,6.12,Expired Inventory,Shift Manager
2024-08,LOC003,P025,12,2.16,Overproduction,Operations Supervisor
2024-08,LOC003,P026,12,0.6,Prep Loss,Operations Supervisor
2024-08,LOC003,P027,12,0.36,Prep Loss,Kitchen Lead
2024-08,LOC003,P028,13,1.17,Overproduction,Kitchen Lead
2024-08,LOC004,P001,22,135.3,Spoilage,Operations Supervisor
2024-08,LOC004,P002,18,159.48,Overproduction,Kitchen Lead
2024-08,LOC004,P003,17,154.02,Overproduction,Inventory Coordinator
2024-08,LOC004,P004,18,96.66,Expired Inventory,Kitchen Lead
2024-08,LOC004,P005,15,49.2,Overproduction,Inventory Coordinator
2024-08,LOC004,P006,21,49.98,Overproduction,Shift Manager
2024-08,LOC004,P007,19,39.14,Spoilage,Kitchen Lead
2024-08,LOC004,P008,15,49.95,Expired Inventory,Inventory Coordinator
2024-08,LOC004,P009,19,48.07,Overproduction,Operations Supervisor
2024-08,LOC004,P010,15,33.45,Prep Loss,Inventory Coordinator
2024-08,LOC004,P011,26,18.72,Overproduction,Kitchen Lead
2024-08,LOC004,P012,21,19.32,Prep Loss,Kitchen Lead
2024-08,LOC004,P013,23,23.46,Spoilage,Operations Supervisor
2024-08,LOC004,P014,27,15.39,Spoilage,Shift Manager
2024-08,LOC004,P015,19,34.2,Expired Inventory,Kitchen Lead
2024-08,LOC004,P016,27,36.99,Expired Inventory,Kitchen Lead
2024-08,LOC004,P017,23,26.91,Spoilage,Shift Manager
2024-08,LOC004,P018,22,29.04,Prep Loss,Shift Manager
2024-08,LOC004,P019,18,35.46,Spoilage,Inventory Coordinator
2024-08,LOC004,P020,24,14.88,Overproduction,Inventory Coordinator
2024-08,LOC004,P021,6,7.32,Prep Loss,Kitchen Lead
2024-08,LOC004,P022,6,10.32,Damaged Handling,Kitchen Lead
2024-08,LOC004,P023,5,7.7,Prep Loss,Shift Manager
2024-08,LOC004,P024,7,7.14,Expired Inventory,Shift Manager
2024-08,LOC004,P025,14,2.52,Overproduction,Kitchen Lead
2024-08,LOC004,P026,15,0.75,Prep Loss,Operations Supervisor
2024-08,LOC004,P027,13,0.39,Prep Loss,Shift Manager
2024-08,LOC004,P028,12,1.08,Spoilage,Inventory Coordinator
2024-08,LOC005,P001,19,116.85,Expired Inventory,Kitchen Lead
2024-08,LOC005,P002,16,141.76,Spoilage,Operations Supervisor
2024-08,LOC005,P003,15,135.9,Expired Inventory,Operations Supervisor
2024-08,LOC005,P004,18,96.66,Prep Loss,Kitchen Lead
2024-08,LOC005,P005,12,39.36,Overproduction,Inventory Coordinator
2024-08,LOC005,P006,18,42.84,Expired Inventory,Shift Manager
2024-08,LOC005,P007,18,37.08,Prep Loss,Kitchen Lead
2024-08,LOC005,P008,14,46.62,Expired Inventory,Shift Manager
2024-08,LOC005,P009,15,37.95,Overproduction,Kitchen Lead
2024-08,LOC005,P010,13,28.99,Overproduction,Shift Manager
2024-08,LOC005,P011,23,16.56,Overproduction,Inventory Coordinator
2024-08,LOC005,P012,19,17.48,Expired Inventory,Operations Supervisor
2024-08,LOC005,P013,19,19.38,Overproduction,Operations Supervisor
2024-08,LOC005,P014,25,14.25,Prep Loss,Inventory Coordinator
2024-08,LOC005,P015,16,28.8,Prep Loss,Shift Manager
2024-08,LOC005,P016,24,32.88,Prep Loss,Operations Supervisor
2024-08,LOC005,P017,20,23.4,Spoilage,Kitchen Lead
2024-08,LOC005,P018,19,25.08,Spoilage,Shift Manager
2024-08,LOC005,P019,14,27.58,Expired Inventory,Inventory Coordinator
2024-08,LOC005,P020,20,12.4,Overproduction,Shift Manager
2024-08,LOC005,P021,5,6.1,Spoilage,Inventory Coordinator
2024-08,LOC005,P022,4,6.88,Damaged Handling,Kitchen Lead
2024-08,LOC005,P023,5,7.7,Overproduction,Inventory Coordinator
2024-08,LOC005,P024,6,6.12,Overproduction,Kitchen Lead
2024-08,LOC005,P025,11,1.98,Overproduction,Kitchen Lead
2024-08,LOC005,P026,12,0.6,Damaged Handling,Kitchen Lead
2024-08,LOC005,P027,12,0.36,Prep Loss,Inventory Coordinator
2024-08,LOC005,P028,12,1.08,Damaged Handling,Inventory Coordinator
2024-08,LOC006,P001,21,129.15,Overproduction,Kitchen Lead
2024-08,LOC006,P002,17,150.62,Expired Inventory,Kitchen Lead
2024-08,LOC006,P003,15,135.9,Overproduction,Kitchen Lead
2024-08,LOC006,P004,18,96.66,Prep Loss,Operations Supervisor
2024-08,LOC006,P005,15,49.2,Prep Loss,Kitchen Lead
2024-08,LOC006,P006,23,54.74,Prep Loss,Kitchen Lead
2024-08,LOC006,P007,21,43.26,Overproduction,Kitchen Lead
2024-08,LOC006,P008,17,56.61,Spoilage,Kitchen Lead
2024-08,LOC006,P009,19,48.07,Overproduction,Shift Manager
2024-08,LOC006,P010,15,33.45,Damaged Handling,Kitchen Lead
2024-08,LOC006,P011,23,16.56,Overproduction,Operations Supervisor
2024-08,LOC006,P012,22,20.24,Damaged Handling,Operations Supervisor
2024-08,LOC006,P013,22,22.44,Spoilage,Operations Supervisor
2024-08,LOC006,P014,29,16.53,Prep Loss,Operations Supervisor
2024-08,LOC006,P015,17,30.6,Overproduction,Operations Supervisor
2024-08,LOC006,P016,26,35.62,Overproduction,Shift Manager
2024-08,LOC006,P017,23,26.91,Spoilage,Operations Supervisor
2024-08,LOC006,P018,21,27.72,Expired Inventory,Kitchen Lead
2024-08,LOC006,P019,18,35.46,Expired Inventory,Inventory Coordinator
2024-08,LOC006,P020,24,14.88,Expired Inventory,Inventory Coordinator
2024-08,LOC006,P021,6,7.32,Expired Inventory,Inventory Coordinator
2024-08,LOC006,P022,6,10.32,Prep Loss,Kitchen Lead
2024-08,LOC006,P023,5,7.7,Prep Loss,Shift Manager
2024-08,LOC006,P024,6,6.12,Spoilage,Operations Supervisor
2024-08,LOC006,P025,14,2.52,Expired Inventory,Operations Supervisor
2024-08,LOC006,P026,15,0.75,Spoilage,Shift Manager
2024-08,LOC006,P027,13,0.39,Expired Inventory,Kitchen Lead
2024-08,LOC006,P028,12,1.08,Expired Inventory,Inventory Coordinator
2024-08,LOC007,P001,22,135.3,Prep Loss,Inventory Coordinator
2024-08,LOC007,P002,18,159.48,Expired Inventory,Kitchen Lead
2024-08,LOC007,P003,15,135.9,Spoilage,Kitchen Lead
2024-08,LOC007,P004,18,96.66,Expired Inventory,Kitchen Lead
2024-08,LOC007,P005,14,45.92,Spoilage,Inventory Coordinator
2024-08,LOC007,P006,21,49.98,Expired Inventory,Inventory Coordinator
2024-08,LOC007,P007,16,32.96,Damaged Handling,Operations Supervisor
2024-08,LOC007,P008,14,46.62,Overproduction,Kitchen Lead
2024-08,LOC007,P009,16,40.48,Prep Loss,Operations Supervisor
2024-08,LOC007,P010,14,31.22,Prep Loss,Inventory Coordinator
2024-08,LOC007,P011,24,17.28,Expired Inventory,Operations Supervisor
2024-08,LOC007,P012,20,18.4,Spoilage,Operations Supervisor
2024-08,LOC007,P013,20,20.4,Expired Inventory,Kitchen Lead
2024-08,LOC007,P014,23,13.11,Prep Loss,Inventory Coordinator
2024-08,LOC007,P015,17,30.6,Damaged Handling,Operations Supervisor
2024-08,LOC007,P016,25,34.25,Damaged Handling,Shift Manager
2024-08,LOC007,P017,19,22.23,Spoilage,Shift Manager
2024-08,LOC007,P018,17,22.44,Spoilage,Operations Supervisor
2024-08,LOC007,P019,17,33.49,Expired Inventory,Inventory Coordinator
2024-08,LOC007,P020,21,13.02,Overproduction,Operations Supervisor
2024-08,LOC007,P021,6,7.32,Overproduction,Operations Supervisor
2024-08,LOC007,P022,5,8.6,Overproduction,Shift Manager
2024-08,LOC007,P023,4,6.16,Spoilage,Shift Manager
2024-08,LOC007,P024,6,6.12,Spoilage,Kitchen Lead
2024-08,LOC007,P025,13,2.34,Expired Inventory,Kitchen Lead
2024-08,LOC007,P026,13,0.65,Spoilage,Inventory Coordinator
2024-08,LOC007,P027,12,0.36,Prep Loss,Kitchen Lead
2024-08,LOC007,P028,11,0.99,Expired Inventory,Inventory Coordinator
2024-08,LOC008,P001,20,123.0,Prep Loss,Kitchen Lead
2024-08,LOC008,P002,18,159.48,Prep Loss,Kitchen Lead
2024-08,LOC008,P003,17,154.02,Prep Loss,Operations Supervisor
2024-08,LOC008,P004,20,107.4,Spoilage,Inventory Coordinator
2024-08,LOC008,P005,14,45.92,Overproduction,Kitchen Lead
2024-08,LOC008,P006,23,54.74,Expired Inventory,Operations Supervisor
2024-08,LOC008,P007,19,39.14,Overproduction,Inventory Coordinator
2024-08,LOC008,P008,15,49.95,Overproduction,Kitchen Lead
2024-08,LOC008,P009,19,48.07,Spoilage,Inventory Coordinator
2024-08,LOC008,P010,16,35.68,Spoilage,Operations Supervisor
2024-08,LOC008,P011,26,18.72,Overproduction,Kitchen Lead
2024-08,LOC008,P012,22,20.24,Overproduction,Kitchen Lead
2024-08,LOC008,P013,24,24.48,Spoilage,Operations Supervisor
2024-08,LOC008,P014,24,13.68,Spoilage,Operations Supervisor
2024-08,LOC008,P015,19,34.2,Overproduction,Kitchen Lead
2024-08,LOC008,P016,26,35.62,Overproduction,Kitchen Lead
2024-08,LOC008,P017,23,26.91,Spoilage,Kitchen Lead
2024-08,LOC008,P018,20,26.4,Damaged Handling,Operations Supervisor
2024-08,LOC008,P019,17,33.49,Spoilage,Inventory Coordinator
2024-08,LOC008,P020,22,13.64,Spoilage,Inventory Coordinator
2024-08,LOC008,P021,7,8.54,Prep Loss,Operations Supervisor
2024-08,LOC008,P022,5,8.6,Spoilage,Shift Manager
2024-08,LOC008,P023,5,7.7,Overproduction,Shift Manager
2024-08,LOC008,P024,7,7.14,Damaged Handling,Operations Supervisor
2024-08,LOC008,P025,14,2.52,Expired Inventory,Operations Supervisor
2024-08,LOC008,P026,16,0.8,Expired Inventory,Operations Supervisor
2024-08,LOC008,P027,15,0.45,Spoilage,Shift Manager
2024-08,LOC008,P028,13,1.17,Expired Inventory,Operations Supervisor
2024-09,LOC001,P001,24,152.88,Damaged Handling,Operations Supervisor
2024-09,LOC001,P002,20,183.4,Spoilage,Kitchen Lead
2024-09,LOC001,P003,16,150.08,Spoilage,Shift Manager
2024-09,LOC001,P004,18,100.26,Expired Inventory,Kitchen Lead
2024-09,LOC001,P005,15,49.65,Spoilage,Kitchen Lead
2024-09,LOC001,P006,23,55.66,Spoilage,Operations Supervisor
2024-09,LOC001,P007,18,37.8,Prep Loss,Operations Supervisor
2024-09,LOC001,P008,16,54.24,Overproduction,Kitchen Lead
2024-09,LOC001,P009,19,49.02,Expired Inventory,Shift Manager
2024-09,LOC001,P010,17,38.59,Overproduction,Operations Supervisor
2024-09,LOC001,P011,25,18.25,Spoilage,Kitchen Lead
2024-09,LOC001,P012,20,18.6,Overproduction,Kitchen Lead
2024-09,LOC001,P013,22,22.66,Spoilage,Kitchen Lead
2024-09,LOC001,P014,23,13.11,Spoilage,Inventory Coordinator
2024-09,LOC001,P015,18,32.76,Expired Inventory,Shift Manager
2024-09,LOC001,P016,25,34.5,Expired Inventory,Inventory Coordinator
2024-09,LOC001,P017,24,28.32,Spoilage,Shift Manager
2024-09,LOC001,P018,20,26.6,Spoilage,Operations Supervisor
2024-09,LOC001,P019,19,37.81,Expired Inventory,Operations Supervisor
2024-09,LOC001,P020,24,15.12,Damaged Handling,Operations Supervisor
2024-09,LOC001,P021,7,8.61,Overproduction,Inventory Coordinator
2024-09,LOC001,P022,6,10.38,Damaged Handling,Kitchen Lead
2024-09,LOC001,P023,5,7.8,Expired Inventory,Operations Supervisor
2024-09,LOC001,P024,7,7.21,Spoilage,Kitchen Lead
2024-09,LOC001,P025,15,2.7,Expired Inventory,Shift Manager
2024-09,LOC001,P026,14,0.7,Overproduction,Shift Manager
2024-09,LOC001,P027,13,0.39,Spoilage,Kitchen Lead
2024-09,LOC001,P028,14,1.26,Damaged Handling,Kitchen Lead
2024-09,LOC002,P001,23,146.51,Spoilage,Shift Manager
2024-09,LOC002,P002,18,165.06,Expired Inventory,Kitchen Lead
2024-09,LOC002,P003,14,131.32,Spoilage,Operations Supervisor
2024-09,LOC002,P004,18,100.26,Prep Loss,Shift Manager
2024-09,LOC002,P005,15,49.65,Overproduction,Kitchen Lead
2024-09,LOC002,P006,22,53.24,Overproduction,Operations Supervisor
2024-09,LOC002,P007,20,42.0,Overproduction,Operations Supervisor
2024-09,LOC002,P008,15,50.85,Spoilage,Operations Supervisor
2024-09,LOC002,P009,16,41.28,Spoilage,Shift Manager
2024-09,LOC002,P010,16,36.32,Expired Inventory,Inventory Coordinator
2024-09,LOC002,P011,22,16.06,Expired Inventory,Inventory Coordinator
2024-09,LOC002,P012,19,17.67,Expired Inventory,Operations Supervisor
2024-09,LOC002,P013,20,20.6,Damaged Handling,Kitchen Lead
2024-09,LOC002,P014,24,13.68,Spoilage,Inventory Coordinator
2024-09,LOC002,P015,16,29.12,Prep Loss,Inventory Coordinator
2024-09,LOC002,P016,25,34.5,Spoilage,Inventory Coordinator
2024-09,LOC002,P017,19,22.42,Prep Loss,Shift Manager
2024-09,LOC002,P018,18,23.94,Spoilage,Kitchen Lead
2024-09,LOC002,P019,16,31.84,Spoilage,Kitchen Lead
2024-09,LOC002,P020,24,15.12,Overproduction,Shift Manager
2024-09,LOC002,P021,6,7.38,Overproduction,Inventory Coordinator
2024-09,LOC002,P022,5,8.65,Expired Inventory,Inventory Coordinator
2024-09,LOC002,P023,5,7.8,Prep Loss,Kitchen Lead
2024-09,LOC002,P024,6,6.18,Expired Inventory,Operations Supervisor
2024-09,LOC002,P025,12,2.16,Prep Loss,Inventory Coordinator
2024-09,LOC002,P026,15,0.75,Prep Loss,Inventory Coordinator
2024-09,LOC002,P027,14,0.42,Overproduction,Operations Supervisor
2024-09,LOC002,P028,13,1.17,Overproduction,Inventory Coordinator
2024-09,LOC003,P001,17,108.29,Damaged Handling,Operations Supervisor
2024-09,LOC003,P002,15,137.55,Spoilage,Kitchen Lead
2024-09,LOC003,P003,15,140.7,Overproduction,Inventory Coordinator
2024-09,LOC003,P004,16,89.12,Prep Loss,Kitchen Lead
2024-09,LOC003,P005,13,43.03,Expired Inventory,Inventory Coordinator
2024-09,LOC003,P006,18,43.56,Prep Loss,Kitchen Lead
2024-09,LOC003,P007,16,33.6,Spoilage,Kitchen Lead
2024-09,LOC003,P008,13,44.07,Damaged Handling,Inventory Coordinator
2024-09,LOC003,P009,15,38.7,Expired Inventory,Kitchen Lead
2024-09,LOC003,P010,13,29.51,Spoilage,Inventory Coordinator
2024-09,LOC003,P011,17,12.41,Overproduction,Shift Manager
2024-09,LOC003,P012,16,14.88,Overproduction,Kitchen Lead
2024-09,LOC003,P013,16,16.48,Prep Loss,Inventory Coordinator
2024-09,LOC003,P014,19,10.83,Expired Inventory,Inventory Coordinator
2024-09,LOC003,P015,14,25.48,Spoilage,Shift Manager
2024-09,LOC003,P016,20,27.6,Damaged Handling,Inventory Coordinator
2024-09,LOC003,P017,18,21.24,Overproduction,Inventory Coordinator
2024-09,LOC003,P018,18,23.94,Prep Loss,Shift Manager
2024-09,LOC003,P019,15,29.85,Overproduction,Shift Manager
2024-09,LOC003,P020,23,14.49,Spoilage,Kitchen Lead
2024-09,LOC003,P021,5,6.15,Overproduction,Kitchen Lead
2024-09,LOC003,P022,5,8.65,Damaged Handling,Inventory Coordinator
2024-09,LOC003,P023,4,6.24,Spoilage,Shift Manager
2024-09,LOC003,P024,6,6.18,Overproduction,Inventory Coordinator
2024-09,LOC003,P025,11,1.98,Prep Loss,Shift Manager
2024-09,LOC003,P026,12,0.6,Expired Inventory,Kitchen Lead
2024-09,LOC003,P027,11,0.33,Spoilage,Operations Supervisor
2024-09,LOC003,P028,10,0.9,Overproduction,Operations Supervisor
2024-09,LOC004,P001,19,121.03,Expired Inventory,Kitchen Lead
2024-09,LOC004,P002,19,174.23,Expired Inventory,Operations Supervisor
2024-09,LOC004,P003,16,150.08,Spoilage,Inventory Coordinator
2024-09,LOC004,P004,19,105.83,Damaged Handling,Shift Manager
2024-09,LOC004,P005,14,46.34,Prep Loss,Operations Supervisor
2024-09,LOC004,P006,20,48.4,Prep Loss,Operations Supervisor
2024-09,LOC004,P007,20,42.0,Spoilage,Shift Manager
2024-09,LOC004,P008,16,54.24,Expired Inventory,Inventory Coordinator
2024-09,LOC004,P009,17,43.86,Overproduction,Inventory Coordinator
2024-09,LOC004,P010,15,34.05,Damaged Handling,Kitchen Lead
2024-09,LOC004,P011,19,13.87,Expired Inventory,Kitchen Lead
2024-09,LOC004,P012,17,15.81,Spoilage,Kitchen Lead
2024-09,LOC004,P013,21,21.63,Spoilage,Kitchen Lead
2024-09,LOC004,P014,21,11.97,Overproduction,Inventory Coordinator
2024-09,LOC004,P015,17,30.94,Spoilage,Inventory Coordinator
2024-09,LOC004,P016,26,35.88,Overproduction,Kitchen Lead
2024-09,LOC004,P017,22,25.96,Spoilage,Inventory Coordinator
2024-09,LOC004,P018,20,26.6,Expired Inventory,Kitchen Lead
2024-09,LOC004,P019,18,35.82,Prep Loss,Shift Manager
2024-09,LOC004,P020,25,15.75,Overproduction,Kitchen Lead
2024-09,LOC004,P021,6,7.38,Overproduction,Inventory Coordinator
2024-09,LOC004,P022,5,8.65,Spoilage,Inventory Coordinator
2024-09,LOC004,P023,5,7.8,Spoilage,Inventory Coordinator
2024-09,LOC004,P024,7,7.21,Prep Loss,Operations Supervisor
2024-09,LOC004,P025,12,2.16,Prep Loss,Kitchen Lead
2024-09,LOC004,P026,14,0.7,Overproduction,Inventory Coordinator
2024-09,LOC004,P027,12,0.36,Overproduction,Shift Manager
2024-09,LOC004,P028,13,1.17,Overproduction,Operations Supervisor
2024-09,LOC005,P001,19,121.03,Prep Loss,Inventory Coordinator
2024-09,LOC005,P002,14,128.38,Overproduction,Kitchen Lead
2024-09,LOC005,P003,12,112.56,Overproduction,Operations Supervisor
2024-09,LOC005,P004,16,89.12,Spoilage,Shift Manager
2024-09,LOC005,P005,12,39.72,Expired Inventory,Operations Supervisor
2024-09,LOC005,P006,18,43.56,Spoilage,Shift Manager
2024-09,LOC005,P007,16,33.6,Prep Loss,Operations Supervisor
2024-09,LOC005,P008,14,47.46,Spoilage,Inventory Coordinator
2024-09,LOC005,P009,14,36.12,Spoilage,Kitchen Lead
2024-09,LOC005,P010,12,27.24,Spoilage,Shift Manager
2024-09,LOC005,P011,17,12.41,Overproduction,Inventory Coordinator
2024-09,LOC005,P012,16,14.88,Overproduction,Kitchen Lead
2024-09,LOC005,P013,18,18.54,Overproduction,Shift Manager
2024-09,LOC005,P014,21,11.97,Spoilage,Kitchen Lead
2024-09,LOC005,P015,14,25.48,Overproduction,Shift Manager
2024-09,LOC005,P016,23,31.74,Prep Loss,Operations Supervisor
2024-09,LOC005,P017,18,21.24,Prep Loss,Inventory Coordinator
2024-09,LOC005,P018,17,22.61,Overproduction,Operations Supervisor
2024-09,LOC005,P019,16,31.84,Expired Inventory,Operations Supervisor
2024-09,LOC005,P020,20,12.6,Overproduction,Kitchen Lead
2024-09,LOC005,P021,5,6.15,Expired Inventory,Operations Supervisor
2024-09,LOC005,P022,5,8.65,Spoilage,Kitchen Lead
2024-09,LOC005,P023,4,6.24,Spoilage,Kitchen Lead
2024-09,LOC005,P024,6,6.18,Spoilage,Shift Manager
2024-09,LOC005,P025,12,2.16,Damaged Handling,Operations Supervisor
2024-09,LOC005,P026,12,0.6,Spoilage,Kitchen Lead
2024-09,LOC005,P027,11,0.33,Spoilage,Inventory Coordinator
2024-09,LOC005,P028,11,0.99,Damaged Handling,Operations Supervisor
2024-09,LOC006,P001,22,140.14,Spoilage,Inventory Coordinator
2024-09,LOC006,P002,16,146.72,Spoilage,Inventory Coordinator
2024-09,LOC006,P003,17,159.46,Overproduction,Kitchen Lead
2024-09,LOC006,P004,20,111.4,Expired Inventory,Operations Supervisor
2024-09,LOC006,P005,15,49.65,Overproduction,Inventory Coordinator
2024-09,LOC006,P006,19,45.98,Spoilage,Kitchen Lead
2024-09,LOC006,P007,18,37.8,Spoilage,Inventory Coordinator
2024-09,LOC006,P008,14,47.46,Overproduction,Kitchen Lead
2024-09,LOC006,P009,16,41.28,Damaged Handling,Kitchen Lead
2024-09,LOC006,P010,14,31.78,Damaged Handling,Operations Supervisor
2024-09,LOC006,P011,20,14.6,Overproduction,Operations Supervisor
2024-09,LOC006,P012,19,17.67,Expired Inventory,Inventory Coordinator
2024-09,LOC006,P013,20,20.6,Overproduction,Shift Manager
2024-09,LOC006,P014,25,14.25,Expired Inventory,Shift Manager
2024-09,LOC006,P015,17,30.94,Expired Inventory,Operations Supervisor
2024-09,LOC006,P016,23,31.74,Spoilage,Operations Supervisor
2024-09,LOC006,P017,19,22.42,Damaged Handling,Inventory Coordinator
2024-09,LOC006,P018,21,27.93,Damaged Handling,Shift Manager
2024-09,LOC006,P019,17,33.83,Spoilage,Shift Manager
2024-09,LOC006,P020,25,15.75,Prep Loss,Inventory Coordinator
2024-09,LOC006,P021,6,7.38,Overproduction,Kitchen Lead
2024-09,LOC006,P022,5,8.65,Prep Loss,Operations Supervisor
2024-09,LOC006,P023,5,7.8,Overproduction,Operations Supervisor
2024-09,LOC006,P024,6,6.18,Spoilage,Kitchen Lead
2024-09,LOC006,P025,15,2.7,Prep Loss,Operations Supervisor
2024-09,LOC006,P026,15,0.75,Prep Loss,Shift Manager
2024-09,LOC006,P027,12,0.36,Spoilage,Kitchen Lead
2024-09,LOC006,P028,14,1.26,Spoilage,Operations Supervisor
2024-09,LOC007,P001,19,121.03,Spoilage,Operations Supervisor
2024-09,LOC007,P002,15,137.55,Spoilage,Operations Supervisor
2024-09,LOC007,P003,13,121.94,Damaged Handling,Shift Manager
2024-09,LOC007,P004,16,89.12,Overproduction,Kitchen Lead
2024-09,LOC007,P005,15,49.65,Overproduction,Operations Supervisor
2024-09,LOC007,P006,18,43.56,Overproduction,Operations Supervisor
2024-09,LOC007,P007,18,37.8,Expired Inventory,Kitchen Lead
2024-09,LOC007,P008,15,50.85,Spoilage,Inventory Coordinator
2024-09,LOC007,P009,17,43.86,Spoilage,Operations Supervisor
2024-09,LOC007,P010,13,29.51,Expired Inventory,Inventory Coordinator
2024-09,LOC007,P011,18,13.14,Spoilage,Operations Supervisor
2024-09,LOC007,P012,19,17.67,Spoilage,Operations Supervisor
2024-09,LOC007,P013,18,18.54,Expired Inventory,Shift Manager
2024-09,LOC007,P014,20,11.4,Expired Inventory,Kitchen Lead
2024-09,LOC007,P015,14,25.48,Spoilage,Shift Manager
2024-09,LOC007,P016,24,33.12,Prep Loss,Operations Supervisor
2024-09,LOC007,P017,20,23.6,Spoilage,Kitchen Lead
2024-09,LOC007,P018,17,22.61,Expired Inventory,Operations Supervisor
2024-09,LOC007,P019,17,33.83,Prep Loss,Operations Supervisor
2024-09,LOC007,P020,20,12.6,Expired Inventory,Operations Supervisor
2024-09,LOC007,P021,6,7.38,Prep Loss,Operations Supervisor
2024-09,LOC007,P022,4,6.92,Overproduction,Inventory Coordinator
2024-09,LOC007,P023,4,6.24,Expired Inventory,Inventory Coordinator
2024-09,LOC007,P024,6,6.18,Overproduction,Operations Supervisor
2024-09,LOC007,P025,13,2.34,Prep Loss,Kitchen Lead
2024-09,LOC007,P026,12,0.6,Spoilage,Kitchen Lead
2024-09,LOC007,P027,13,0.39,Spoilage,Operations Supervisor
2024-09,LOC007,P028,12,1.08,Damaged Handling,Operations Supervisor
2024-09,LOC008,P001,20,127.4,Spoilage,Operations Supervisor
2024-09,LOC008,P002,17,155.89,Spoilage,Inventory Coordinator
2024-09,LOC008,P003,15,140.7,Damaged Handling,Operations Supervisor
2024-09,LOC008,P004,17,94.69,Prep Loss,Shift Manager
2024-09,LOC008,P005,15,49.65,Overproduction,Operations Supervisor
2024-09,LOC008,P006,22,53.24,Overproduction,Kitchen Lead
2024-09,LOC008,P007,17,35.7,Prep Loss,Shift Manager
2024-09,LOC008,P008,15,50.85,Prep Loss,Kitchen Lead
2024-09,LOC008,P009,19,49.02,Overproduction,Inventory Coordinator
2024-09,LOC008,P010,14,31.78,Expired Inventory,Inventory Coordinator
2024-09,LOC008,P011,21,15.33,Spoilage,Inventory Coordinator
2024-09,LOC008,P012,19,17.67,Spoilage,Operations Supervisor
2024-09,LOC008,P013,19,19.57,Spoilage,Operations Supervisor
2024-09,LOC008,P014,22,12.54,Spoilage,Kitchen Lead
2024-09,LOC008,P015,17,30.94,Overproduction,Shift Manager
2024-09,LOC008,P016,23,31.74,Overproduction,Kitchen Lead
2024-09,LOC008,P017,19,22.42,Overproduction,Operations Supervisor
2024-09,LOC008,P018,21,27.93,Expired Inventory,Kitchen Lead
2024-09,LOC008,P019,18,35.82,Expired Inventory,Shift Manager
2024-09,LOC008,P020,25,15.75,Expired Inventory,Shift Manager
2024-09,LOC008,P021,6,7.38,Expired Inventory,Operations Supervisor
2024-09,LOC008,P022,5,8.65,Spoilage,Inventory Coordinator
2024-09,LOC008,P023,5,7.8,Spoilage,Operations Supervisor
2024-09,LOC008,P024,7,7.21,Overproduction,Shift Manager
2024-09,LOC008,P025,13,2.34,Expired Inventory,Kitchen Lead
