month,location_id,product_id,cogs,labor_cost,packaging_cost,overhead_allocated,total_cost
2024-05,LOC003,P007,1227.87,515.66,79.33,436.33,2259.18
2024-05,LOC003,P008,1628.13,546.4,84.06,462.34,2720.94
2024-05,LOC003,P009,1433.91,527.97,81.23,446.75,2489.85
2024-05,LOC003,P010,1067.48,355.0,54.61,300.38,1777.48
2024-05,LOC003,P011,1047.68,345.06,77.64,474.46,1944.84
2024-05,LOC003,P012,1187.2,353.79,79.6,486.46,2107.05
2024-05,LOC003,P013,1426.52,437.01,98.33,600.88,2562.74
2024-05,LOC003,P014,936.92,348.01,78.3,478.51,1841.74
2024-05,LOC003,P015,1895.92,420.17,94.54,577.74,2988.37
2024-05,LOC003,P016,1745.14,608.9,115.69,669.79,3139.53
2024-05,LOC003,P017,1223.29,450.33,85.56,495.37,2254.55
2024-05,LOC003,P018,1313.26,456.27,86.69,501.89,2358.11
2024-05,LOC003,P019,1706.13,497.37,94.5,547.1,2845.1
2024-05,LOC003,P020,746.17,280.66,53.33,308.73,1388.88
2024-05,LOC003,P021,419.58,146.57,26.06,179.15,771.36
2024-05,LOC003,P022,514.93,152.14,27.05,185.96,880.08
2024-05,LOC003,P023,419.28,129.96,23.1,158.84,731.18
2024-05,LOC003,P024,366.22,123.06,21.88,150.41,661.57
2024-05,LOC003,P025,201.59,10.87,5.44,59.79,277.68
2024-05,LOC003,P026,57.47,4.46,2.23,24.55,88.72
2024-05,LOC003,P027,31.52,3.06,1.53,16.85,52.96
2024-05,LOC003,P028,93.37,7.05,3.52,38.77,142.71
2024-05,LOC004,P001,3913.42,1548.62,206.73,1033.67,6702.44
2024-05,LOC004,P002,4652.82,1625.38,216.98,1084.9,7580.09
2024-05,LOC004,P003,4294.31,1495.5,199.64,998.21,6987.67
2024-05,LOC004,P004,3002.37,1263.82,168.71,843.57,5278.48
2024-05,LOC004,P005,1556.61,849.84,113.45,567.25,3087.14
2024-05,LOC004,P006,1710.31,728.52,108.82,598.49,3146.14
2024-05,LOC004,P007,1333.75,577.43,86.25,474.36,2471.79
2024-05,LOC004,P008,1766.55,608.35,90.87,499.76,2965.52
2024-05,LOC004,P009,1546.32,583.7,87.18,479.52,2696.72
2024-05,LOC004,P010,1178.22,402.23,60.08,330.43,1970.96
2024-05,LOC004,P011,1129.95,382.94,83.65,511.2,2107.74
2024-05,LOC004,P012,1261.57,387.23,84.59,516.93,2250.32
2024-05,LOC004,P013,1507.23,474.92,103.75,634.0,2719.9
2024-05,LOC004,P014,1007.21,385.71,84.26,514.9,1992.08
2024-05,LOC004,P015,2052.75,468.24,102.28,625.07,3248.35
2024-05,LOC004,P016,1863.94,667.55,123.14,712.92,3367.55
2024-05,LOC004,P017,1332.49,504.67,93.09,538.97,2469.22
2024-05,LOC004,P018,1440.77,514.46,94.9,549.42,2599.56
2024-05,LOC004,P019,1831.35,549.99,101.45,587.37,3070.16
2024-05,LOC004,P020,816.93,316.2,58.33,337.68,1529.14
2024-05,LOC004,P021,445.05,160.75,27.74,190.74,824.28
2024-05,LOC004,P022,559.71,170.03,29.35,201.77,960.86
2024-05,LOC004,P023,455.47,145.09,25.04,172.17,797.78
2024-05,LOC004,P024,395.47,136.7,23.59,162.21,717.98
2024-05,LOC004,P025,211.68,11.74,5.7,62.7,291.82
2024-05,LOC004,P026,62.67,5.01,2.43,26.75,96.87
2024-05,LOC004,P027,34.33,3.44,1.67,18.35,57.78
2024-05,LOC004,P028,101.53,7.9,3.84,42.2,155.46
2024-05,LOC005,P001,3518.01,1351.56,185.84,929.2,5984.6
2024-05,LOC005,P002,4269.94,1452.62,199.73,998.67,6920.97
2024-05,LOC005,P003,3917.91,1332.2,183.18,915.89,6349.18
2024-05,LOC005,P004,2656.92,1091.64,150.1,750.5,4649.16
2024-05,LOC005,P005,1401.62,744.04,102.31,511.53,2759.49
2024-05,LOC005,P006,1558.5,643.83,99.05,544.78,2846.16
2024-05,LOC005,P007,1207.5,507.72,78.11,429.61,2222.95
2024-05,LOC005,P008,1595.17,533.93,82.14,451.79,2663.04
2024-05,LOC005,P009,1403.93,516.64,79.48,437.16,2437.21
2024-05,LOC005,P010,1058.62,350.46,53.92,296.55,1759.55
2024-05,LOC005,P011,1018.15,335.45,75.48,461.25,1890.32
2024-05,LOC005,P012,1163.62,346.13,77.88,475.93,2063.55
2024-05,LOC005,P013,1385.16,423.56,95.3,582.39,2486.41
2024-05,LOC005,P014,900.91,334.66,75.3,460.16,1771.04
2024-05,LOC005,P015,1862.81,413.13,92.95,568.06,2936.95
2024-05,LOC005,P016,1664.57,579.86,110.17,637.85,2992.46
2024-05,LOC005,P017,1205.86,444.24,84.41,488.66,2223.17
2024-05,LOC005,P018,1308.0,454.88,86.43,500.36,2349.66
2024-05,LOC005,P019,1676.78,489.81,93.06,538.8,2798.46
2024-05,LOC005,P020,736.69,276.8,52.59,304.48,1370.56
2024-05,LOC005,P021,397.75,139.25,24.75,170.19,731.94
2024-05,LOC005,P022,508.05,150.07,26.68,183.43,868.23
2024-05,LOC005,P023,413.24,127.59,22.68,155.94,719.45
2024-05,LOC005,P024,363.19,122.03,21.69,149.14,656.05
2024-05,LOC005,P025,195.9,10.57,5.29,58.13,269.89
2024-05,LOC005,P026,56.2,4.36,2.18,24.0,86.75
2024-05,LOC005,P027,30.85,2.99,1.5,16.47,51.8
2024-05,LOC005,P028,91.53,6.92,3.46,38.04,139.94
2024-05,LOC006,P001,3163.3,1266.83,165.89,879.24,5475.27
2024-05,LOC006,P002,3687.3,1307.8,171.26,907.67,6074.03
2024-05,LOC006,P003,3387.54,1200.75,157.24,833.38,5578.91
2024-05,LOC006,P004,2336.87,997.31,130.6,692.18,4156.96
2024-05,LOC006,P005,1253.37,690.33,90.4,479.12,2513.23
2024-05,LOC006,P006,1349.75,580.81,85.1,496.13,2511.79
2024-05,LOC006,P007,1075.15,471.09,69.02,402.41,2017.66
2024-05,LOC006,P008,1404.01,490.4,71.85,418.9,2385.16
2024-05,LOC006,P009,1229.06,470.06,68.87,401.53,2169.53
2024-05,LOC006,P010,921.31,317.23,46.48,270.98,1556.0
2024-05,LOC006,P011,921.12,317.03,67.93,440.07,1746.15
2024-05,LOC006,P012,1036.65,323.5,69.32,449.05,1878.53
2024-05,LOC006,P013,1248.97,399.41,85.59,554.42,2288.38
2024-05,LOC006,P014,809.71,315.34,67.57,437.72,1630.35
2024-05,LOC006,P015,1658.93,384.09,82.3,533.15,2658.47
2024-05,LOC006,P016,1506.17,548.38,99.23,608.96,2762.75
2024-05,LOC006,P017,1068.78,411.57,74.47,457.04,2011.86
2024-05,LOC006,P018,1166.02,423.95,76.72,470.79,2137.48
2024-05,LOC006,P019,1522.21,463.06,83.79,514.22,2583.28
2024-05,LOC006,P020,675.4,265.53,48.05,294.86,1283.84
2024-05,LOC006,P021,367.44,134.44,22.76,165.88,690.52
2024-05,LOC006,P022,456.38,140.73,23.83,173.65,794.59
2024-05,LOC006,P023,369.51,119.52,20.24,147.48,656.74
2024-05,LOC006,P024,324.85,114.37,19.36,141.12,599.71
2024-05,LOC006,P025,176.83,9.96,4.75,55.33,246.86
2024-05,LOC006,P026,50.04,4.07,1.94,22.57,78.61
2024-05,LOC006,P027,27.88,2.84,1.35,15.74,47.81
2024-05,LOC006,P028,81.9,6.46,3.08,35.87,127.31
2024-05,LOC007,P001,3808.75,1496.01,201.67,1008.34,6514.77
2024-05,LOC007,P002,4419.77,1535.22,206.95,1034.77,7196.71
2024-05,LOC007,P003,4157.44,1441.29,194.29,971.46,6764.47
2024-05,LOC007,P004,2875.37,1201.14,161.92,809.59,5048.03
2024-05,LOC007,P005,1489.22,805.89,108.64,543.19,2946.94
2024-05,LOC007,P006,1646.26,692.68,104.48,574.62,3018.04
2024-05,LOC007,P007,1301.17,559.24,84.35,463.92,2408.68
2024-05,LOC007,P008,1713.82,583.93,88.07,484.41,2870.23
2024-05,LOC007,P009,1493.86,558.76,84.28,463.53,2600.43
2024-05,LOC007,P010,1138.35,385.22,58.1,319.56,1901.24
2024-05,LOC007,P011,1098.31,368.94,81.38,497.34,2045.97
2024-05,LOC007,P012,1253.41,381.24,84.1,513.92,2232.67
2024-05,LOC007,P013,1469.9,459.47,101.35,619.38,2650.1
2024-05,LOC007,P014,967.13,366.8,80.91,494.46,1909.29
2024-05,LOC007,P015,1986.53,449.33,99.12,605.71,3140.68
2024-05,LOC007,P016,1791.57,636.39,118.54,686.3,3232.79
2024-05,LOC007,P017,1295.31,487.33,90.78,525.55,2398.98
2024-05,LOC007,P018,1396.07,495.25,92.25,534.1,2517.67
2024-05,LOC007,P019,1792.22,532.8,99.25,574.59,2998.85
2024-05,LOC007,P020,796.08,304.5,56.72,328.38,1485.68
2024-05,LOC007,P021,422.01,150.83,26.29,180.73,779.85
2024-05,LOC007,P022,549.38,165.74,28.89,198.6,942.62
2024-05,LOC007,P023,438.88,138.85,24.2,166.37,768.3
2024-05,LOC007,P024,383.37,131.51,22.92,157.58,695.37
2024-05,LOC007,P025,212.04,11.67,5.72,62.92,292.35
2024-05,LOC007,P026,60.74,4.81,2.36,25.92,93.81
2024-05,LOC007,P027,32.96,3.27,1.6,17.61,55.43
2024-05,LOC007,P028,98.23,7.56,3.71,40.77,150.27
2024-05,LOC008,P001,2965.59,1141.83,155.45,823.87,5086.75
2024-05,LOC008,P002,3479.21,1181.36,160.83,852.39,5673.8
2024-05,LOC008,P003,3250.67,1100.58,149.83,794.1,5295.18
2024-05,LOC008,P004,2275.91,933.27,127.05,673.39,4009.62
2024-05,LOC008,P005,1196.09,634.27,86.35,457.64,2374.35
2024-05,LOC008,P006,1278.58,528.15,80.45,469.02,2356.19
2024-05,LOC008,P007,1032.38,435.33,66.31,386.59,1920.61
2024-05,LOC008,P008,1361.17,455.68,69.41,404.67,2290.93
2024-05,LOC008,P009,1164.11,426.4,64.95,378.66,2034.13
2024-05,LOC008,P010,881.45,293.7,44.74,260.82,1480.7
2024-05,LOC008,P011,874.71,289.56,64.51,417.86,1646.64
2024-05,LOC008,P012,988.58,295.98,65.94,427.12,1777.62
2024-05,LOC008,P013,1190.45,365.87,81.51,527.98,2165.8
2024-05,LOC008,P014,784.74,293.16,65.31,423.06,1566.27
2024-05,LOC008,P015,1575.28,351.28,78.25,506.92,2511.74
2024-05,LOC008,P016,1465.21,512.34,96.38,591.47,2665.39
2024-05,LOC008,P017,1044.38,387.1,72.82,446.88,1951.18
2024-05,LOC008,P018,1139.73,397.48,74.77,458.87,2070.85
2024-05,LOC008,P019,1457.65,427.23,80.37,493.22,2458.46
2024-05,LOC008,P020,639.39,240.77,45.29,277.96,1203.41
2024-05,LOC008,P021,350.46,123.22,21.69,158.06,653.43
2024-05,LOC008,P022,433.99,128.58,22.63,164.93,750.13
2024-05,LOC008,P023,355.93,110.66,19.48,141.95,628.02
2024-05,LOC008,P024,313.75,106.18,18.69,136.21,574.84
2024-05,LOC008,P025,167.29,9.09,4.5,52.47,233.35
2024-05,LOC008,P026,48.51,3.79,1.88,21.9,76.08
2024-05,LOC008,P027,26.66,2.61,1.29,15.04,45.6
2024-05,LOC008,P028,77.87,5.91,2.93,34.12,120.82
2024-06,LOC001,P001,4381.77,1743.15,221.93,1109.65,7456.5
2024-06,LOC001,P002,5334.69,1874.39,238.64,1193.19,8640.9
2024-06,LOC001,P003,4907.64,1723.29,219.4,1097.0,7947.33
2024-06,LOC001,P004,3390.76,1436.57,182.9,914.48,5924.7
2024-06,LOC001,P005,1710.53,962.69,122.57,612.83,3408.61
2024-06,LOC001,P006,1922.04,836.79,119.2,655.61,3533.64
2024-06,LOC001,P007,1524.61,672.09,95.74,526.57,2819.0
2024-06,LOC001,P008,1969.17,692.99,98.72,542.94,3303.81
2024-06,LOC001,P009,1737.27,668.13,95.18,523.47,3024.05
2024-06,LOC001,P010,1288.88,449.5,64.03,352.17,2154.59
2024-06,LOC001,P011,1391.4,480.33,100.07,611.53,2583.32
2024-06,LOC001,P012,1556.64,488.03,101.67,621.34,2767.69
2024-06,LOC001,P013,1872.54,604.34,125.9,769.41,3372.19
2024-06,LOC001,P014,1216.22,481.58,100.33,613.13,2411.26
2024-06,LOC001,P015,2528.2,585.56,121.99,745.5,3981.26
2024-06,LOC001,P016,2090.64,773.15,136.02,787.47,3787.27
2024-06,LOC001,P017,1468.72,575.27,101.2,585.92,2731.11
2024-06,LOC001,P018,1620.19,598.65,105.32,609.73,2933.89
2024-06,LOC001,P019,2046.77,633.16,111.39,644.88,3436.21
2024-06,LOC001,P020,883.64,355.02,62.46,361.6,1662.71
2024-06,LOC001,P021,494.82,182.97,30.12,207.07,914.97
2024-06,LOC001,P022,618.83,193.5,31.85,218.98,1063.16
2024-06,LOC001,P023,513.64,166.64,27.43,188.59,896.3
2024-06,LOC001,P024,442.17,156.68,25.79,177.31,801.95
2024-06,LOC001,P025,240.25,13.88,6.42,70.67,331.23
2024-06,LOC001,P026,68.12,5.66,2.62,28.84,105.25
2024-06,LOC001,P027,37.45,3.89,1.8,19.82,62.96
2024-06,LOC001,P028,110.41,8.91,4.13,45.39,168.84
2024-06,LOC002,P001,4114.74,1570.84,207.68,1038.42,6931.68
2024-06,LOC002,P002,4776.81,1610.82,212.97,1064.85,7665.45
2024-06,LOC002,P003,4433.86,1497.57,198.0,989.98,7119.4
2024-06,LOC002,P004,3067.07,1251.51,165.46,827.32,5311.36
2024-06,LOC002,P005,1577.11,854.26,112.94,564.71,3109.02
2024-06,LOC002,P006,1741.77,730.36,108.04,594.23,3174.4
2024-06,LOC002,P007,1384.1,588.53,87.06,478.84,2538.53
2024-06,LOC002,P008,1840.38,622.52,92.09,506.49,3061.47
2024-06,LOC002,P009,1600.86,593.3,87.77,482.71,2764.64
2024-06,LOC002,P010,1195.52,402.21,59.5,327.24,1984.46
2024-06,LOC002,P011,1258.23,418.15,90.47,552.84,2319.69
2024-06,LOC002,P012,1418.75,428.63,92.73,566.69,2506.8
2024-06,LOC002,P013,1704.92,529.51,114.56,700.08,3049.08
2024-06,LOC002,P014,1107.79,421.87,91.27,557.76,2178.7
2024-06,LOC002,P015,2283.08,509.23,110.17,673.25,3575.73
2024-06,LOC002,P016,1875.47,666.98,121.85,705.46,3369.77
2024-06,LOC002,P017,1319.72,497.34,90.86,526.04,2433.97
2024-06,LOC002,P018,1469.13,522.35,95.43,552.49,2639.4
2024-06,LOC002,P019,1885.19,560.77,102.45,593.12,3141.52
2024-06,LOC002,P020,828.17,320.52,58.56,339.01,1546.26
2024-06,LOC002,P021,447.93,159.24,27.22,187.15,821.54
2024-06,LOC002,P022,559.4,168.12,28.74,197.57,953.82
2024-06,LOC002,P023,462.74,144.77,24.75,170.14,802.39
2024-06,LOC002,P024,398.98,136.25,23.29,160.13,718.65
2024-06,LOC002,P025,216.75,12.05,5.79,63.74,298.34
2024-06,LOC002,P026,62.06,4.96,2.39,26.25,95.65
2024-06,LOC002,P027,34.12,3.42,1.64,18.07,57.25
2024-06,LOC002,P028,100.23,7.8,3.75,41.23,153.01
2024-06,LOC003,P001,3708.12,1367.67,188.06,940.28,6204.12
2024-06,LOC003,P002,4428.14,1438.03,197.73,988.65,7052.55
2024-06,LOC003,P003,4076.29,1326.21,182.35,911.77,6496.63
2024-06,LOC003,P004,2780.53,1095.94,150.69,753.46,4780.61
2024-06,LOC003,P005,1412.9,738.52,101.55,507.73,2760.7
2024-06,LOC003,P006,1595.61,642.82,98.9,543.93,2881.26
2024-06,LOC003,P007,1260.37,515.66,79.33,436.33,2291.68
2024-06,LOC003,P008,1657.36,539.61,83.02,456.59,2736.57
2024-06,LOC003,P009,1433.57,511.91,78.76,433.16,2457.4
2024-06,LOC003,P010,1093.04,351.98,54.15,297.83,1797.0
2024-06,LOC003,P011,1143.78,365.69,82.28,502.82,2094.57
2024-06,LOC003,P012,1317.87,382.47,86.06,525.89,2312.29
2024-06,LOC003,P013,1550.68,463.71,104.34,637.6,2756.33
2024-06,LOC003,P014,1018.11,373.21,83.97,513.17,1988.47
2024-06,LOC003,P015,2107.73,452.27,101.76,621.87,3283.64
2024-06,LOC003,P016,1721.38,589.06,111.92,647.96,3070.32
2024-06,LOC003,P017,1246.4,451.64,85.81,496.81,2280.67
2024-06,LOC003,P018,1339.47,457.2,86.87,502.92,2386.45
2024-06,LOC003,P019,1707.64,489.23,92.95,538.16,2827.98
2024-06,LOC003,P020,748.48,278.73,52.96,306.6,1386.77
2024-06,LOC003,P021,398.57,136.39,24.25,166.69,725.9
2024-06,LOC003,P022,503.46,146.2,25.99,178.69,854.34
2024-06,LOC003,P023,419.55,126.46,22.48,154.56,723.05
2024-06,LOC003,P024,365.05,119.69,21.28,146.28,652.3
2024-06,LOC003,P025,196.2,10.49,5.25,57.7,269.63
2024-06,LOC003,P026,56.4,4.34,2.17,23.87,86.78
2024-06,LOC003,P027,31.34,3.02,1.51,16.6,52.47
2024-06,LOC003,P028,91.71,6.86,3.43,37.73,139.73
2024-06,LOC004,P001,4047.98,1532.02,204.52,1022.59,6807.1
2024-06,LOC004,P002,4811.68,1607.35,214.57,1072.87,7706.47
2024-06,LOC004,P003,4407.04,1470.84,196.35,981.75,7055.97
2024-06,LOC004,P004,3040.54,1226.2,163.69,818.46,5248.88
2024-06,LOC004,P005,1563.42,840.35,112.18,560.92,3076.87
2024-06,LOC004,P006,1736.9,717.11,107.11,589.11,3150.23
2024-06,LOC004,P007,1369.42,577.43,86.25,474.36,2507.46
2024-06,LOC004,P008,1792.93,600.18,89.65,493.05,2975.8
2024-06,LOC004,P009,1546.82,569.11,85.0,467.53,2668.45
2024-06,LOC004,P010,1145.42,381.22,56.94,313.17,1896.75
2024-06,LOC004,P011,1252.47,411.97,89.99,549.96,2304.39
2024-06,LOC004,P012,1421.52,424.78,92.79,567.06,2506.16
2024-06,LOC004,P013,1676.13,515.77,112.67,688.53,2993.09
2024-06,LOC004,P014,1098.41,414.0,90.44,552.68,2155.53
2024-06,LOC004,P015,2302.76,508.74,111.13,679.14,3601.77
2024-06,LOC004,P016,1853.26,654.59,120.75,699.07,3327.67
2024-06,LOC004,P017,1328.0,495.7,91.44,529.39,2444.53
2024-06,LOC004,P018,1422.35,501.06,92.43,535.11,2550.95
2024-06,LOC004,P019,1871.22,550.59,101.56,588.0,3111.38
2024-06,LOC004,P020,806.5,308.73,56.95,329.71,1501.89
2024-06,LOC004,P021,439.29,154.62,26.69,183.47,804.07
2024-06,LOC004,P022,561.14,167.56,28.92,198.83,956.46
2024-06,LOC004,P023,453.48,140.46,24.24,166.68,784.86
2024-06,LOC004,P024,397.95,134.24,23.17,159.29,714.64
2024-06,LOC004,P025,211.19,11.63,5.65,62.09,290.56
2024-06,LOC004,P026,61.24,4.85,2.36,25.92,94.36
2024-06,LOC004,P027,33.84,3.35,1.63,17.9,56.72
2024-06,LOC004,P028,99.21,7.64,3.71,40.81,151.37
2024-06,LOC005,P001,3653.5,1342.35,184.57,922.86,6103.28
2024-06,LOC005,P002,4323.54,1400.11,192.52,962.58,6878.74
2024-06,LOC005,P003,3977.96,1293.28,177.83,889.13,6338.2
2024-06,LOC005,P004,2732.77,1074.45,147.74,738.68,4693.64
2024-06,LOC005,P005,1409.48,736.68,101.29,506.47,2753.92
2024-06,LOC005,P006,1563.94,628.72,96.73,531.99,2821.38
2024-06,LOC005,P007,1228.91,501.55,77.16,424.39,2232.02
2024-06,LOC005,P008,1650.58,536.2,82.49,453.71,2722.99
2024-06,LOC005,P009,1392.39,495.86,76.29,419.57,2384.1
2024-06,LOC005,P010,1056.61,341.4,52.52,288.88,1739.41
2024-06,LOC005,P011,1138.74,364.52,82.02,501.22,2086.5
2024-06,LOC005,P012,1257.72,364.78,82.07,501.57,2206.13
2024-06,LOC005,P013,1512.63,451.58,101.6,620.92,2686.73
2024-06,LOC005,P014,989.39,362.55,81.57,498.51,1932.02
2024-06,LOC005,P015,2043.32,438.26,98.61,602.6,3182.79
2024-06,LOC005,P016,1700.55,583.73,110.91,642.11,3037.31
2024-06,LOC005,P017,1207.38,436.4,82.92,480.04,2206.73
2024-06,LOC005,P018,1299.36,443.26,84.22,487.58,2314.42
2024-06,LOC005,P019,1633.83,468.32,88.98,515.15,2706.27
2024-06,LOC005,P020,751.67,280.18,53.23,308.2,1393.28
2024-06,LOC005,P021,392.4,134.24,23.87,164.07,714.58
2024-06,LOC005,P022,492.97,143.11,25.44,174.92,836.44
2024-06,LOC005,P023,414.92,125.04,22.23,152.83,715.03
2024-06,LOC005,P024,359.91,117.97,20.97,144.19,643.04
2024-06,LOC005,P025,192.31,10.29,5.15,56.59,264.34
2024-06,LOC005,P026,54.96,4.22,2.11,23.23,84.53
2024-06,LOC005,P027,30.42,2.93,1.46,16.09,50.89
2024-06,LOC005,P028,89.96,6.73,3.36,37.0,137.04
2024-06,LOC006,P001,3161.92,1211.23,158.61,840.65,5372.41
2024-06,LOC006,P002,3774.38,1280.23,167.65,888.54,6110.8
2024-06,LOC006,P003,3486.3,1175.62,153.95,815.93,5631.8
2024-06,LOC006,P004,2414.39,990.54,129.71,687.48,4222.12
2024-06,LOC006,P005,1241.84,674.86,88.37,468.39,2473.47
2024-06,LOC006,P006,1390.98,582.93,85.41,497.95,2557.27
2024-06,LOC006,P007,1077.92,458.13,67.12,391.34,1994.51
2024-06,LOC006,P008,1430.28,484.44,70.98,413.82,2399.52
2024-06,LOC006,P009,1232.82,457.18,66.99,390.52,2147.51
2024-06,LOC006,P010,942.75,317.23,46.48,270.98,1577.43
2024-06,LOC006,P011,1012.77,339.41,72.73,471.13,1896.05
2024-06,LOC006,P012,1148.51,349.0,74.79,484.44,2056.74
2024-06,LOC006,P013,1353.25,423.18,90.68,587.41,2454.52
2024-06,LOC006,P014,884.47,338.86,72.61,470.37,1766.32
2024-06,LOC006,P015,1832.19,411.13,88.1,570.69,2902.11
2024-06,LOC006,P016,1522.86,544.31,98.49,604.45,2770.12
2024-06,LOC006,P017,1078.48,408.37,73.9,453.49,2014.24
2024-06,LOC006,P018,1184.4,422.0,76.36,468.62,2151.39
2024-06,LOC006,P019,1520.12,454.52,82.25,504.73,2561.62
2024-06,LOC006,P020,657.31,255.89,46.3,284.16,1243.66
2024-06,LOC006,P021,354.15,126.99,21.5,156.69,659.32
2024-06,LOC006,P022,445.77,135.13,22.88,166.74,770.52
2024-06,LOC006,P023,367.1,115.44,19.55,142.44,644.52
2024-06,LOC006,P024,325.97,111.62,18.9,137.72,594.2
2024-06,LOC006,P025,175.28,9.82,4.67,54.51,244.29
2024-06,LOC006,P026,49.98,4.03,1.92,22.36,78.29
2024-06,LOC006,P027,27.24,2.74,1.3,15.22,46.5
2024-06,LOC006,P028,82.64,6.48,3.08,35.95,128.16
2024-06,LOC007,P001,3841.64,1446.69,195.02,975.1,6458.45
2024-06,LOC007,P002,4576.33,1511.42,203.75,1018.73,7310.21
2024-06,LOC007,P003,4201.44,1389.38,187.29,936.47,6714.58
2024-06,LOC007,P004,2955.63,1183.61,159.55,797.77,5096.57
2024-06,LOC007,P005,1515.53,805.89,108.64,543.19,2973.25
2024-06,LOC007,P006,1673.56,686.51,103.55,569.5,3033.12
2024-06,LOC007,P007,1335.86,558.34,84.21,463.17,2441.59
2024-06,LOC007,P008,1742.09,577.0,87.03,478.66,2884.77
2024-06,LOC007,P009,1510.78,550.09,82.97,456.34,2600.18
2024-06,LOC007,P010,1143.14,376.75,56.82,312.54,1889.25
2024-06,LOC007,P011,1186.25,387.04,85.38,521.74,2180.4
2024-06,LOC007,P012,1343.78,397.89,87.77,536.38,2365.83
2024-06,LOC007,P013,1635.0,497.75,109.8,670.98,2913.52
2024-06,LOC007,P014,1050.35,393.11,86.72,529.93,2060.11
2024-06,LOC007,P015,2175.72,476.4,105.09,642.21,3399.43
2024-06,LOC007,P016,1801.89,629.47,117.25,678.84,3227.46
2024-06,LOC007,P017,1287.79,474.89,88.46,512.14,2363.29
2024-06,LOC007,P018,1399.62,486.72,90.66,524.89,2501.9
2024-06,LOC007,P019,1813.37,528.65,98.47,570.11,3010.6
2024-06,LOC007,P020,779.08,296.13,55.16,319.35,1449.73
2024-06,LOC007,P021,430.65,150.49,26.23,180.33,787.7
2024-06,LOC007,P022,534.92,158.05,27.55,189.39,909.92
2024-06,LOC007,P023,448.85,137.66,23.99,164.95,775.45
2024-06,LOC007,P024,386.64,129.43,22.56,155.09,693.73
2024-06,LOC007,P025,205.08,11.19,5.49,60.34,282.09
2024-06,LOC007,P026,59.38,4.66,2.29,25.15,91.48
2024-06,LOC007,P027,32.85,3.23,1.58,17.39,55.05
2024-06,LOC007,P028,97.08,7.41,3.63,39.96,148.09
2024-06,LOC008,P001,3107.29,1139.51,155.13,822.19,5224.12
2024-06,LOC008,P002,3626.19,1178.42,160.43,850.27,5815.32
2024-06,LOC008,P003,3352.21,1091.51,148.6,787.56,5379.88
2024-06,LOC008,P004,2318.87,909.39,123.8,656.16,4008.23
2024-06,LOC008,P005,1166.58,610.09,83.06,440.2,2299.92
2024-06,LOC008,P006,1322.77,530.19,80.76,470.83,2404.55
2024-06,LOC008,P007,1025.49,418.41,63.73,371.57,1879.2
2024-06,LOC008,P008,1348.93,437.37,66.62,388.4,2241.32
2024-06,LOC008,P009,1176.2,420.68,64.08,373.58,2034.53
2024-06,LOC008,P010,894.93,288.36,43.92,256.07,1483.29
2024-06,LOC008,P011,965.99,310.46,69.16,448.01,1793.62
2024-06,LOC008,P012,1081.88,315.63,70.31,455.48,1923.31
2024-06,LOC008,P013,1303.89,391.97,87.32,565.64,2348.82
2024-06,LOC008,P014,842.86,310.35,69.14,447.85,1670.2
2024-06,LOC008,P015,1755.25,378.57,84.33,546.3,2764.45
2024-06,LOC008,P016,1472.89,505.49,95.09,583.57,2657.04
2024-06,LOC008,P017,1034.73,375.22,70.59,433.17,1913.71
2024-06,LOC008,P018,1112.21,381.05,71.68,439.91,2004.86
2024-06,LOC008,P019,1450.3,416.08,78.27,480.34,2424.99
2024-06,LOC008,P020,629.26,235.16,44.24,271.48,1180.13
2024-06,LOC008,P021,347.98,119.56,21.04,153.36,641.93
2024-06,LOC008,P022,433.53,126.35,22.24,162.07,744.19
2024-06,LOC008,P023,357.85,108.18,19.04,138.77,623.84
2024-06,LOC008,P024,311.58,102.51,18.04,131.5,563.63
2024-06,LOC008,P025,169.18,9.1,4.5,52.53,235.31
2024-06,LOC008,P026,47.76,3.7,1.83,21.34,74.63
2024-06,LOC008,P027,26.59,2.57,1.27,14.85,45.29
2024-06,LOC008,P028,77.28,5.8,2.87,33.51,119.46
2024-07,LOC001,P001,4809.2,1827.7,232.69,1163.47,8033.06
2024-07,LOC001,P002,5602.77,1874.39,238.64,1193.19,8908.98
2024-07,LOC001,P003,5216.97,1749.15,222.69,1113.47,8302.29
2024-07,LOC001,P004,3625.33,1473.7,187.62,938.12,6224.77
2024-07,LOC001,P005,1807.85,1002.47,127.63,638.15,3576.1
2024-07,LOC001,P006,2020.24,854.2,121.68,669.25,3665.37
2024-07,LOC001,P007,1605.83,689.23,98.18,539.99,2933.24
2024-07,LOC001,P008,2110.9,719.92,102.55,564.04,3497.41
2024-07,LOC001,P009,1833.72,687.51,97.94,538.65,3157.82
2024-07,LOC001,P010,1382.95,468.26,66.7,366.87,2284.8
2024-07,LOC001,P011,1453.93,490.66,102.22,624.68,2671.49
2024-07,LOC001,P012,1668.08,512.73,106.82,652.78,2940.42
2024-07,LOC001,P013,1955.11,619.46,129.05,788.67,3492.3
2024-07,LOC001,P014,1258.9,494.04,102.92,628.99,2484.85
2024-07,LOC001,P015,2664.28,601.95,125.41,766.38,4158.02
2024-07,LOC001,P016,2202.32,802.42,141.17,817.28,3963.2
2024-07,LOC001,P017,1516.24,582.79,102.53,593.59,2795.15
2024-07,LOC001,P018,1651.15,600.15,105.58,611.27,2968.15
